Experiment,Accuracy,Precision,Recall,F1-Score,Macro Precision,Macro Recall,Macro F1-Score
Majority_Class_Benchmark,0.3812584223074531,0.14535798458036825,0.3812584223074531,0.21047181647231708,0.09531460557686328,0.25,0.1380112570356473
Baseline_Unigram_TFIDF_LogReg,0.7002176842541723,0.7090056110085791,0.7002176842541723,0.6914880373514035,0.7039481108662163,0.5997942058573404,0.6294578373238633
