Model,Accuracy,Precision,Recall,F1-Score,Macro Precision,Macro Recall,Macro F1-Score
BERT Fine-tuned,0.7558826578210843,0.7598597365877959,0.7558826578210843,0.7570435210838067,0.7282556650575281,0.714007361354306,0.7193762838692814
