Best Experiment,Accuracy,Precision,Recall,F1-Score,Macro Precision,Macro Recall,Macro F1-Score
Final_I13_light_more_word_C15,0.6675892345867532,0.6659652372791469,0.6675892345867532,0.6638589003235426,0.6430780252484201,0.6029776665977278,0.6175906978147757
