Best Experiment,Accuracy,Precision,Recall,F1-Score,Macro Precision,Macro Recall,Macro F1-Score
Final_WordChar_TFIDF_LogReg_C15,0.7103762827822121,0.7120811916661833,0.7103762827822121,0.7048325835871702,0.6973685099162032,0.6244808684034654,0.6492454639464709
